Timestamp,Temperature,Throttle
2024-07-17 15:46:21,36.0,0x0
2024-07-17 15:46:23,35.5,0x0
2024-07-17 15:46:25,35.0,0x0
2024-07-17 15:46:27,35.0,0x0
2024-07-17 15:46:29,35.5,0x0
2024-07-17 15:46:31,35.5,0x0
2024-07-17 15:46:33,35.0,0x0
2024-07-17 15:46:35,35.0,0x0
